,EAN,,Name,,,,,,EKN
Soll,402429746738,0,Kakaopulver stark entölt,125g,NAT,1100,7,-10,"2,14 €"
Soll,425006871227,0,Artesia Mineralwasser spritzig,"0,5l",art,501,19,-108,"0,44 €"
Soll,10658,0,Jo Frutti Jogurtfruchtgummi,Kg,,400,7,"-7,65","11,90 €"
Soll,10710,0,Plose Mineralwasser still,"0,75l",PLO,501,19,-1,"0,85 €"
Soll,401553301420,0,Apfelsaft klar,1l,VOE,501,19,-21,"2,05 €"
Soll,426037459101,0,Apfelsaft,1l,NLA,501,19,-259,"1,88 €"
Soll,426037459109,0,Birnensaft,1l,NLA,501,19,-22,"2,49 €"
Soll,426037459104,0,Apfel Johannisbeersaft,1l,NLA,501,19,-37,"2,77 €"
Soll,426037459102,0,Apfel Mangosaft,1l,NLA,501,19,-20,"2,77 €"
Soll,426037459107,0,Rhabarber Nektar,1l,NLA,501,19,-21,"3,06 €"
Soll,426037459106,0,Johannisbeer Nektar,1l,NLA,501,19,-28,"3,06 €"
Soll,426037459111,0,Orangensaft,1l,NLA,501,19,-136,"3,06 €"
Soll,426037459130,0,Apfelschorle,"0,5l",NLA,501,19,-60,"0,94 €"
Soll,426037459131,0,Apfel Johannisbeere Schorle,"0,5l",NLA,501,19,-145,"1,05 €"
Soll,426037459132,0,Apfel Mango Schorle,"0,5l",NLA,501,19,-27,"1,06 €"
Soll,426037459160,0,Holunderblütenschorle,"0,5l",NLA,501,19,-58,"1,05 €"
Soll,426037459162,0,Rhabarberschorle,"0,5l",NLA,501,19,-123,"1,12 €"
Soll,401553300076,0,Birnensaft klar,"0,7l",VOE,501,19,-11,"1,90 €"
Soll,401553300063,0,Orangensaft,"0,7l",VOE,501,7,-6,"2,65 €"
Soll,940269131234,0,Rollenbutter Öma,St,ÖMA,102,7,-8,"11,60 €"
Soll,10661,0,"Dampfmohn, bio",kg,,104,7,"-0,114","12,85 €"
Soll,401553300067,0,7 Zwerge Kindersaft,"0,7l",VOE,1200,19,-6,"2,29 €"
Soll,401553303210,0,Heimischer Multi gelb,"0,75l",VOE,501,19,-41,"2,29 €"
Soll,401553301080,0,Apfel Waldbeeren Schorle,"0,5l",VOE,501,19,-61,"1,21 €"
Soll,401553303069,0,Sauerkirschen Trunk,"0,7l",VOE,501,19,-58,"2,45 €"
Soll,10148,0,vegane helle Schoko 42%,kg,,402,7,"0,964","17,72 €"
Soll,401553300467,0,7 Zwerge Kindersaft,"0,2l",VOE,1200,19,-26,"0,99 €"
Soll,10147,0,Mandeln blanchiert,kg,,303,7,"-1,392","16,39 €"
Soll,401553303089,0,Ingwersaft,"0,2l",VOE,501,19,-42,"3,11 €"
Soll,401553300464,0,Zitronensaft,"0,2l",VOE,501,19,-139,"1,11 €"
Soll,401553301082,0,Apfel Mango Saft,"0,2l",VOE,1200,19,-30,"0,97 €"
Soll,401553301426,0,Limettensaft,"0,2l",VOE,501,19,-12,"1,43 €"
Soll,401553302773,0,Eistee Himbeer & Hibiskus fair,"0,5l",VOE,501,19,-48,"1,31 €"
Soll,401553300022,0,Gemüsesaft Komposition,"0,7l",VOE,501,19,-63,"2,11 €"
Soll,401553300034,0,Möhrensaft feldfrisch,"0,7l",VOE,501,19,-93,"1,91 €"
Soll,401553303744,0,Shot Ingwer,"0,28l",VOE,501,19,-3,"2,63 €"
Soll,401553303742,0,Shot Ingwer Kurkuma,"0,28l",VOE,501,19,-18,"2,63 €"
Soll,401553300039,0,Rote Bete Most milchsauer,"0,7l",VOE,501,19,-2,"1,91 €"
Soll,401553300040,0,Sauerkrautsaft,"0,7l",VOE,501,19,-1,"2,11 €"
Soll,401553301005,0,Fitness Cocktail,"0,7l",VOE,501,19,-6,"2,11 €"
Soll,410606007393,0,Zitronen Ingwer Saft,"0,7l",BEU,501,19,-6,"1,80 €"
Soll,401553303305,0,Kombucha Original,"0,33l",VOE,501,19,-13,"1,28 €"
Soll,401553303301,0,Kombucha Sauerkirsche Minze,"0,33l",VOE,501,19,-19,"1,28 €"
Soll,410606004940,0,Limettensaft,"0,2l",BEU,501,19,-47,"1,34 €"
Soll,410606001032,0,Zitronensaft demeter,"0,2l",BEU,1200,19,-42,"1,08 €"
Soll,402182908081,0,Orangensaft Direktsaft,"0,2l",BEU,501,19,-27,"0,88 €"
Soll,410606007037,0,Gemüsecocktail samenfest,"0,7l",BEU,501,19,-70,"1,95 €"
Soll,410606004011,0,Cranberry Fruchttrunk,"0,7l",BEU,501,19,-14,"3,05 €"
Soll,410606007134,0,Cranberry Saft,"0,7l",BEU,501,19,-4,"4,85 €"
Soll,410606004106,0,Karottensaft milchsauer,"0,7l",BEU,501,19,-1,"1,80 €"
Soll,410606093853,0,Apfeldicksaft,"0,33l",BEU,401,19,6,"2,86 €"
Soll,410606004320,0,Karottensaft Rodelika,"0,2l",BEU,1200,19,-12,"0,90 €"
Soll,410606004674,0,Tomatensaft,"0,7l",BEU,501,19,-9,"1,82 €"
Soll,410606004318,0,Rote Bete Saft samenfest,"0,7l",BEU,501,19,-71,"1,80 €"
Soll,410606004621,0,Holundersaft naturtrüb,"0,7l",BEU,501,19,-2,"3,09 €"
Soll,401553310068,0,Bio Zisch Bitter Lemon,"0,7l",VOE,1200,19,-8,"1,60 €"
Soll,402701301601,0,Dinkel Radler alkoholfrei,"0,33l",RBB,501,19,-1,"0,85 €"
Soll,401285200173,0,Lammsbräu Radler alkoholfrei,"0,33l",NEU,501,19,-126,"0,75 €"
Soll,402701305003,0,Pure Holunder Ingwer,"0,33l",RBB,501,19,-142,"0,90 €"
Soll,402701305203,0,Pure Kirsche Aronia,"0,33l",RBB,501,19,-37,"0,90 €"
Soll,402701305103,0,Pure Bitter Orange,"0,33l",RBB,501,19,-87,"0,90 €"
Soll,402701305303,0,Pure Rhabarber Cassis,"0,33l",RBB,501,19,-87,"0,90 €"
Soll,4220186,0,ChariTea Black,"0,33l",lem,501,19,1,"1,22 €"
Soll,4225431,0,LemonAid Blutorange,"0,33l",lem,501,19,1,"1,22 €"
Soll,4225430,0,ChariTea Mate,"0,33l",lem,501,19,2,"1,22 €"
Soll,4234589,0,LemonAid Ingwer,"0,33l",lem,501,19,-2,"1,22 €"
Soll,401285220420,0,now Black Cola,"0,33l",NOW,501,19,-54,"0,72 €"
Soll,401285220423,0,now Fresh Lemon,"0,33l",NOW,501,19,-126,"0,75 €"
Soll,401285220424,0,now Sunny Orange,"0,33l",NOW,501,19,-6,"0,75 €"
Soll,401285220425,0,now Red Berry,"0,33l",NOW,501,19,-47,"0,75 €"
Soll,401285220426,0,now Orange Cola,"0,33l",NOW,501,19,-54,"0,75 €"
Soll,401285220427,0,now Grape Fruit,"0,33l",NOW,501,19,-92,"0,75 €"
Soll,401285220484,0,now Pink Rhabarber,"0,33l",NOW,501,19,-36,"0,75 €"
Soll,401553301956,0,Bio Zisch Zitrone,"0,33l",VOE,1200,19,-5,"0,89 €"
Soll,401553302081,0,Bio Zisch Blutorange,"0,33l",VOE,1200,19,-4,"0,89 €"
Soll,401285200177,0,Lammsbräu Alkoholfrei & Holler,"0,33l",NEU,501,19,-78,"0,75 €"
Soll,401285200163,0,Lammsbräu Dunkle Weiße alkfr.,"0,5l",NEU,501,19,-254,"0,99 €"
Soll,401285200155,0,Lammsbräu Dunkle Weiße,"0,5l",NEU,501,19,-41,"0,99 €"
Soll,401285200165,0,Lammsbräu alkoholfrei,"0,33l",NEU,501,19,-315,"0,75 €"
Soll,401285200158,0,Lammsbräu Bio Hell alkoholfrei,"0,5l",NEU,501,19,-125,"0,84 €"
Soll,401285200195,0,Lammsbräu Fastenbier,"0,33l",NEU,501,19,-80,"0,79 €"
Soll,402701300603,0,Riedenburger Keller Pils,"0,33l",RBB,501,19,-98,"0,89 €"
Soll,402701304003,0,Riedenburger Dolden Null,"0,33l",RBB,501,19,-102,"1,23 €"
Soll,401285200169,0,Lammsbräu glutenfrei,"0,33l",NEU,501,19,-12,"0,95 €"
Soll,401285200168,0,Lammsbräu glutenfrei alkoholfr,"0,33l",NEU,501,19,-79,"0,95 €"
Soll,402543510115,0,Lagerbier Zwickl,"0,5l",sst,1200,19,-16,"0,98 €"
Soll,402543510117,0,Lagerbier Zwickl alkoholfrei,"0,5l",SBS,501,19,-413,"0,93 €"
Soll,426057497000,0,Haderner Helles Bier,"0,5l",had,501,19,-200,"1,26 €"
Soll,426057497002,0,Haderner Weißbier,"0,5l",had,501,19,-172,"1,29 €"
Soll,426057497001,0,Haderner Dunkles Bier,"0,5l",had,501,19,-131,"1,29 €"
Soll,426057497003,0,Haderner IPA,"0,33l",had,501,19,-47,"1,94 €"
Soll,426057497008,0,Haderner Kellerbier alkoholfre,"0,5l",had,501,19,-240,"1,36 €"
Soll,402701313313,0,Riedenburger Hefeweizen Leicht,"0,5l",RBB,501,19,-21,"1,08 €"
Soll,402701302800,0,Riedenburger Weißbier Hell,"0,5l",RBB,501,19,-35,"1,08 €"
Soll,402701302900,0,Riedenburger Ur Helles alkoholfr,"0,5l",RBB,501,19,-224,"1,08 €"
Soll,402701301700,0,Riedenburger Natur Radler,"0,5l",RBB,501,19,-48,"1,08 €"
Soll,402701302700,0,Riedenburger Ur Helles,"0,5l",RBB,501,19,-119,"1,08 €"
Soll,402701337337,0,Emmerbier naturtrüb,"0,5l",RBB,501,19,-247,"0,99 €"
Soll,402701302301,0,Dinkel Malz Bier alkoholfrei,"0,33l",RBB,501,19,-41,"0,85 €"
Soll,402701327327,0,5 Korn Urbier,"0,33l",RBB,501,19,-1,"1,02 €"
Soll,402701302400,0,Riedenburger Hefeweizen alkoholfrei,"0,5l",RBB,501,19,-111,"1,08 €"
Soll,402701302600,0,Riedenburger Ur Weizen,"0,5l",RBB,501,19,-23,"1,08 €"
Soll,402701328328,0,Dinkelbier alkoholfrei,"0,33l",RBB,501,19,-41,"0,75 €"
Soll,426011298003,0,Pfälzer Landwein,1l,wbl,501,19,-30,"2,75 €"
Soll,11511,0,Sandorini Körperlotion,kg,CMD,602,19,"-23,944","17,76 €"
Soll,802213801309,0,Chardonnay IGT,1l,RIE,501,19,-90,"3,70 €"
Soll,402496722840,0,Pinot Grigio IGT Becco,1l,RIE,501,19,-94,"4,39 €"
Soll,402496701041,0,Pfandskerl Weiß,1l,RIE,501,19,-65,"3,90 €"
Soll,426034966025,0,La Meraviglia Rosato Veneto,1l,ame,501,19,-1,"3,45 €"
Soll,402496710020,0,Le Corbeau Rose VdP,1l,RIE,501,19,-22,"3,55 €"
Soll,426007023010,0,Rose trocken,"0,75l",str,501,19,-6,"5,50 €"
Soll,803269248025,0,Montepulciano Coste di Moro,"0,75l",RIE,501,19,-33,"5,95 €"
Soll,357671051223,0,Bordeaux AOC,"0,75l",vec,501,19,-22,"7,50 €"
Soll,402496722820,0,Merlot IGT,1l,RIE,501,19,-52,"3,70 €"
Soll,402496722872,0,Merlot halbtrocken IGT,St,RIE,501,19,-13,"3,75 €"
Soll,402496722850,0,Trebbiano IGT Becco,1l,RIE,501,19,-128,"3,75 €"
Soll,402496722860,0,Montepulciano DOC Abruzzen,1l,RIE,501,19,-59,"3,70 €"
Soll,402496701043,0,Pfandskerl Rot,1l,RIE,501,19,-64,"3,90 €"
Soll,402496710000,0,Le Corbeau Rouge VdP,1l,RIE,501,19,-31,"3,55 €"
Soll,802283600214,0,Prosecco Veneto DOC,"0,75l",ame,501,19,-39,"4,20 €"
Soll,802283600120,0,Rose Spumante Pizzolato,"0,75l",RIE,501,19,-130,"7,00 €"
Soll,402496750450,0,Traubensecco LILIENTHAL,"0,75l",RIE,501,19,-21,"5,00 €"
Soll,426034482000,0,Mondino Amaro Bavarese,"0,7l",mon,501,19,-10,"14,80 €"
Soll,401955570580,0,Maschinenspülmittel,"2,8kg",AMW,603,19,-11,"13,95 €"
Soll,426012374024,0,Seife Eisenkraut m. Palmöl,St,,602,19,-30,"1,35 €"
Soll,426012374039,0,Seife Lavendel mit Karitebutte,100g,sdm,602,19,-58,"1,35 €"
Soll,404912818459,0,Urkornrisotto Shitakepilze,kg,CNH,201,7,"-5,158","15,18 €"
Soll,426001264236,0,Essbare Blüten,1Tüte,BIN,600,7,-19,"2,01 €"
Soll,426001264497,0,Nützlingparadies,1Tüte,BIN,606,7,-5,"1,75 €"
Soll,426001264154,0,Kapuzinerkresse rankend,1Tüte,BIN,501,7,-10,"2,01 €"
Soll,426001264238,0,Bienenweide Blumenmischung,1Tüte,BIN,606,7,-10,"1,75 €"
Soll,426001264465,0,Blühender Balkon Blumenmischun,1St,BIN,600,7,-10,"2,01 €"
Soll,426001264107,0,Buschbohnen Marona,1Tüte,BIN,600,7,-5,"2,01 €"
Soll,426001264123,0,Möhren Rodelika,1Tüte,BIN,600,7,-5,"2,01 €"
Soll,426001264137,0,Cocktailtomate Zuckertraube,1Tüte,BIN,600,7,-2,"2,01 €"
Soll,426001264138,0,Zucchini,1Tüte,BIN,600,7,-1,"1,75 €"
Soll,426001264141,0,Basilikum mittelgroßblättrig,1Tüte,BIN,600,7,-6,"1,19 €"
Soll,426001264463,0,Küchenkräuter Saatscheibe,1St,BIN,600,7,-7,"1,75 €"
Soll,400604002840,0,Kakaopulver stark entölt,kg,RAP,401,7,"2,982","10,78 €"
Soll,978386581738,0,der kleine Koch,St,,605,7,-1,"7,77 €"
Soll,426011229627,0,Senf mittelscharf,200ml,mks,300,7,7,"1,46 €"
Soll,401942779994,0,Natur Eierfarben,St,ökn,606,19,-2,"2,49 €"
Soll,403041470002,0,Hanfsamen geschält,1kg,HNA,304,7,"-59,724","16,50 €"
Soll,801875900095,0,Aceto Balsamico di Modena IGP,"0,5l",SEL,302,7,-4,"3,42 €"
Soll,426042418041,0,Eco Ice Cuber,St,,601,19,2,"20,14 €"
Soll,426050854200,0,Menstruationstasse gross,St,ein,602,7,-2,"11,59 €"
Soll,426050854100,0,Menstruationstasse klein,St,ein,602,7,3,"11,59 €"
Soll,426050854994,0,Kondome groß,Set,ein,602,19,4,"4,45 €"
Soll,426049122050,0,Zahnpasta im Glas Black,100ml,BDN,602,19,-29,"3,75 €"
Soll,426049122051,0,Zahnpasta im Glas White,100ml,BDN,602,19,-18,"2,59 €"
Soll,426049122052,0,Zahnpasta im Glas Sensitive,100ml,BDN,602,19,-78,"3,75 €"
Soll,426049122055,0,Mundspülung Sensitive,500ml,BDN,602,19,-10,"5,75 €"
Soll,68481193126,0,Honigshampoo fest,55g,nmu,602,19,-2,"5,38 €"
Soll,68481193150,0,Rosenshampoo fest,55g,nmu,602,19,-2,"5,38 €"
Soll,68481193162,0,Conditioner fest,55g,nmu,602,19,-2,"6,05 €"
Soll,426028421063,0,Eierbox Mehrweg Wegbereiter,St,reg,601,19,-44,"3,50 €"
Soll,426028421201,0,Backpapier ungebleicht,24St,net,1800,19,-16,"2,60 €"
Soll,11035,0,gr. Heinzelmännchen Tuch,St,,603,19,-13,"7,00 €"
Soll,11890,0,Geschenkkorb gehäket,St,,600,19,-2,"0,00 €"
Soll,426077054003,0,Kalamon Oliven mit Stein 500 g,300g,,302,7,-8,"4,37 €"
Soll,426077054012,0,Kalamon entsteint in Olivenöl im Pfandglas,250g,,302,7,-59,"4,37 €"
Soll,11130,0,Fenchel Bio            ,kg,L,101,7,"-152,982","2,25 €"
Soll,11146,0,Lauch,kg,br,101,7,"-280,386","2,80 €"
Soll,11147,0,Radieserl               Bayern,Bund,br,101,7,-113,"2,03 €"
Soll,11148,0,Sellerie lose           Bayern,kg,br,101,7,"-36,914","2,10 €"
Soll,11184,0,Suppengemüse            Bayern,500g,br,101,7,-21,"1,85 €"
Soll,11150,0,Pastinaken                  DE,kg,L,101,7,"-25,458","2,45 €"
Soll,11152,0,Topinambur              Bayern,kg,br,101,7,"-6,264","2,66 €"
Soll,11165,0,Lauchzwiebeln    Biolatina  IT,Bund,L,101,7,-58,"2,09 €"
Soll,11162,0,Zwiebeln gelb,kg,L,101,7,"-465,65","1,68 €"
Soll,11160,0,Zwiebeln rot,kg,S,101,7,"-206,374","1,68 €"
Soll,11161,0,Schalotten                  FR,kg,L,101,7,"-3,206","4,55 €"
Soll,11185,0,9er  Romana             Bayern,Stk,,101,7,-8,"12,99 €"
Soll,11187,0,Chicoree    OGH,kg,br,101,7,"-2,538","7,30 €"
Soll,11231,0,Schnittsalat gestellt   Bayern,kg,br,300,7,"-0,906","12,60 €"
Soll,11203,0,Broccoli,kg,L,101,7,"-109,086","2,50 €"
Soll,11214,0,Rucola lose             Bayern,kg,br,1300,7,"-2,21","14,14 €"
Soll,11280,0,Artischocken     ,St,L,101,7,"-22,302","1,10 €"
Soll,11245,0,Paprika ,kg,LAB,101,7,"-195,468","4,95 €"
Soll,11268,0,"Olivenöl Au Verd 0,5 l",St,,302,7,"-80,004","10,01 €"
Soll,11277,0,Landgurken  IT,kg,L,101,7,"-53,958","3,99 €"
Soll,11276,0,Minigurken ,kg,br,101,7,"-72,88","3,90 €"
Soll,11267,0,Strauchtomaten,kg,L,101,7,"-142,406","3,50 €"
Soll,11287,0,Spargel w.v. 16-22   Heitmeier,kg,br,101,7,"-27,416","11,83 €"
Soll,11291,0,Avocado ,Stck,LAB,101,7,-232,"0,99 €"
Soll,11327,0,Erdbeeren 300g,300g,L,101,7,-158,"3,60 €"
Soll,11331,0,Melonen Cantalupo 5/6       ES,kg,L,101,7,-5,"2,70 €"
Soll,11335,0,Miniwassermelone            ES,Stk.,L,101,7,"-32,562","1,75 €"
Soll,11322,0,"Mispel      2,5kg           ES",kg,L,101,7,"-2,484","5,99 €"
Soll,11337,0,Rhabarber                   DE,kg,L,101,7,"-45,078","3,30 €"
Soll,11299,0,Äpfel ,kg,L,101,7,"-1247,056","2,35 €"
Soll,11320,0,Grapefruit,Stk,L,101,7,-34,"0,85 €"
Soll,11346,0,Zitronen Cal.3-5 IT,kg,L,101,7,"-339,67","1,99 €"
Soll,11360,0,Champignon,kg,L,101,7,"-168,584","6,85 €"
Soll,11359,0,Portobello                  DE,kg,L,300,7,"-0,504","7,00 €"
Soll,11353,0,Shiitake Pilz               DE,kg,L,101,7,"-0,294","15,63 €"
Soll,11352,0,Austernpilze ,kg,L,101,7,"-9,228","8,93 €"
Soll,11354,0,Kräuterseitlinge            DE,kg,L,101,7,"-6,484","15,63 €"
Soll,11377,0,Eier,Stk,DBH,102,7,-24417,"0,38 €"
Soll,400038106276,0,"Hirse (geschält, Deutschland)",kg,bana,201,7,"-218,848","2,70 €"
Soll,400038106350,0,Bulgur,kg,bana,201,7,"-98,545","2,75 €"
Soll,400095010105,0,Haferflocken (Großblatt),kg,,202,7,"-578,104","1,45 €"
Soll,400095010106,0,Haferflocken (Kleinblatt),kg,,202,7,"-1338,476","1,45 €"
Soll,400095057119,0,Amaranth gepufft,kg,bana,202,7,"-35,518","6,75 €"
Soll,426034815622,0,"Himbeerpüree, 250g",Stück,,401,7,-12,"2,55 €"
Soll,426034815200,0,"Mangopüree, 250g",Stück,,302,7,-17,"2,05 €"
Soll,401719447019,0,"Speisequark 0%, Bio",500g,SBG,102,7,-648,"1,59 €"
Soll,426034815238,0,"Couscous (Weizen), 20kg",kg,bana,201,7,"-202,926","2,74 €"
Soll,426034815255,0,Müsli (Basis),kg,,202,7,"-490,822","1,98 €"
Soll,426034815257,0,Müsli (Früchte),kg,,202,7,"-470,556","4,10 €"
Soll,426034815261,0,Müsli (Schoko),kg,,202,7,"-182,488","3,32 €"
Soll,426034815265,0,Crunchymüsli (Schoko),kg,,202,7,"-544,72","5,95 €"
Soll,426034815270,0,Krunchy Hafer,kg,,202,7,"-367,913","5,33 €"
Soll,426034815272,0,Beerenmüsli,kg,bana,202,7,"-203,326","3,91 €"
Soll,426034815278,0,Kichererbsen ,kg,DAV,304,7,"-236,576","3,12 €"
Soll,426034815300,0,Pflaumen,kg,bana,303,7,"-28,734","9,60 €"
Soll,426034815309,0,Kokosraspeln,kg,bana,303,7,"-40,764","6,01 €"
Soll,426034815326,0,Erdnüsse (blanchiert & geröstet),kg,RAP,303,7,"-229,834","9,16 €"
Soll,426034815327,0,"Erdnüsse (blanchiert, geröstet & gesalzen)",kg,,303,7,"-67,426","9,16 €"
Soll,426041898019,0,"3-in-1 MEN Black Forest Shampoo, Coditioner, Bodywash",St,RSR,602,19,-10,"4,05 €"
Soll,13140,0,ConditionerBit Extra reichhaltig,kg,RSR,602,19,-2,"4,05 €"
Soll,403789252115,0,Küchenhandtuch grün,St,,604,19,-14,"2,45 €"
Soll,900810734247,0,"Seifenschale, Keramik, oval",St,,604,19,12,"5,25 €"
Soll,13141,0,Backpinsel,St,,604,19,-17,"1,20 €"
Soll,13142,0,Pflanzschaufel,St,,604,19,-9,"6,45 €"
Soll,13143,0,Pflanzstecker,St,,604,19,-15,"0,55 €"
Soll,13144,0,Knusperstangerl,St,BROT,104,7,-153,"1,31 €"
Soll,426066381007,0,Apricot Conditioner,St,,602,19,-8,"6,50 €"
Soll,426066381134,0,Spülseife Kokos,St,,603,19,-4,"2,70 €"
Soll,13326,0,Dinkel Toast,kg,PLZ,104,7,"-1,06","3,71 €"
Soll,13146,0,Sandorini Spülung,kg,CMD,602,19,"-7,592","22,11 €"
Soll,426045353119,0,Aufsteckkopf el. Zahnb.rotierend OralB Tio,2 Stück,TIO,602,19,-14,"3,51 €"
Soll,426045353116,0,Aufsteckkopf osz. Zahnbürste Tio Philips,2 Stück,TIO,602,19,-42,"3,51 €"
Soll,426077054224,0,"Obstsalat Mischung gefr, 30g",St,TAA,303,7,-34,"3,75 €"
Soll,13147,0,Butterkartoffeln            DE,kg,L,101,7,"-29,74","2,05 €"
Soll,13156,0,Blattspinat             Bayern,kg,br,101,7,"-3,032","5,06 €"
Soll,426065073159,0,Spicy Sriracha,St,com,302,7,-33,"4,00 €"
Soll,405611401563,0,Dinkel Pane Picco Sesam Schwarzkümmel,kg,SOM,402,7,"-4,646","10,25 €"
Soll,401846214211,0,Spaghetti semola,5 kg,BYO,203,7,-1,"9,45 €"
Soll,13201,0,BBS Pflücksalatpflanzen 10x BY,Schalen,br,1800,7,-7,"0,00 €"
Soll,13211,0,SChoko-Hund,St,,402,7,-1,"1,93 €"
Soll,13212,0,Mandelberge~Vollmilch,100g,,402,7,"-1,798","35,80 €"
Soll,13213,0,Bruchschoko,St,,402,19,"-3,106","40,00 €"
Soll,13183,0,Glas Mitbringsel,St,,600,19,-15,"0,60 €"
Soll,13184,0,KBO Bilderrahmen grün/rosa,St,,600,7,-1,"5,00 €"
Soll,13185,0,KBO Bilderrahmen klein,St,,600,7,-1,"3,00 €"
Soll,13186,0,Untersetzer KBO,St,,600,7,-9,"4,50 €"
Soll,13187,0,Einkaufstasche KBO,St,,600,7,-2,"13,00 €"
Soll,13188,0,KBO Übertopf groß ,St,,600,7,-2,"5,00 €"
Soll,13189,0,Übertopf KBO klein,St,,600,7,-3,"2,50 €"
Soll,13190,0,KBO Holzdose groß,St,,600,7,-1,"9,00 €"
Soll,13191,0,KBO Tablett groß,St,,600,19,-1,"7,50 €"
Soll,13192,0,KBO Zauberschachtel,St,,600,7,-2,"8,00 €"
Soll,13193,0,Vase/Stein KBO,St,,600,7,-1,"5,00 €"
Soll,13138,0,KBO Tablett groß,St,,600,7,-2,"8,00 €"
Soll,13220,0,Wildkräuter,kg,,101,7,"-0,272","3,00 €"
Soll,13221,0,Dinkel-Rigatoni,kg,,203,7,"-83,494","4,80 €"
Soll,426045353114,0,Zahnseide Tio Nachfüller 50m,St,,602,19,-61,"1,83 €"
Soll,426041898436,0,Deo Creme Meeresfrische 50g,St,RSR,602,19,-11,"3,32 €"
Soll,426041898674,0,Sun Protect LSF 20 Gentle Care,kg,RSR,602,19,-1,"6,29 €"
Soll,426041898679,0,Sun Protect LSF 30 Sunny Coconut,Stk.,RSR,602,19,-5,"6,29 €"
Soll,13223,0,Kinder-Cappuccino,St,,700,19,-3,"10,00 €"
Soll,13224,0,Oliven Handcreme FairSquared,kg,,602,19,"-9,784","28,34 €"
Soll,13225,0,Sun Lotion apricot 30er FairSquared,1000ml,,602,19,"-0,31","67,60 €"
Soll,13226,0,After Sun Lotion Green Tea FairSquared,kg,,602,19,"-1,916","48,68 €"
Soll,13227,0,Buchweizen Brot,St,,104,7,-12,"3,00 €"
Soll,13246,0,Mini-Romana,St,k,101,7,-19,"1,00 €"
Soll,13247,0,Frucht-Nuss-Müsli,kg,,202,7,"-35,322","8,68 €"
Soll,13249,0,Piccadilly-Tomaten          IT,kg,L,101,7,"-1,434","3,25 €"
Soll,427000324752,0,Erfinderinnen Memo,St,SPK,600,19,-24,"8,50 €"
Soll,427000096642,0,Rommé,St,SPK,600,19,-11,"12,00 €"
Soll,427000324753,0,Schafkopf,St,SPK,600,19,-28,"6,00 €"
Soll,13256,0,Ochsenherztomaten           DE,kg,L,101,7,"-23,504","5,95 €"
Soll,13262,0,Aprikosen Mogador,kg,L,101,7,"-18,852","3,90 €"
Soll,402238103903,0,Früchte Müsli,2kg,SPI,202,7,-40,"7,80 €"
Soll,402238103899,0,Basis Müsli,2 kg,,202,7,-77,"3,96 €"
Soll,402238103895,0,Schoko Müsli,2 kg,,202,7,-57,"6,64 €"
Soll,13263,0,Bauernspätzle ohne Ei,kg,,203,7,"-13,63","3,32 €"
Soll,13267,0,Pflücksalatpflanzen,St,,0,7,-2,"2,80 €"
Soll,11720,0,Haselnüsse ganz geröstet,kg,,303,7,"-0,125","0,00 €"
Soll,74045018323,0,Savion Schafmilchseife,St,,602,19,-19,"4,14 €"
Soll,13269,0,Cranberry Dinkelkekse ,kg,,402,7,"-1,9","17,10 €"
Soll,13270,0,Zitronenkekse gefüllt  Doppel-Dinkel,kg,,402,7,"-2,14","20,15 €"
Soll,13271,0,Wildberry Cashews,kg,,303,7,"-44,312","21,35 €"
Soll,426066381185,0,Badesalz Aprikose,St,,602,19,-2,"4,19 €"
Soll,426036585727,0,Seifentasche,St,,602,19,-15,"2,70 €"
Soll,13222,0,Haselnüsse ganz geröstet,KG,,303,7,"-65,886","15,50 €"
Soll,13275,0,Body Lotion Lime Fairsquared,kg,,602,19,"-7,9","24,82 €"
Soll,426077054218,0,Jancy's Curry Cashews,St,,303,7,-5,"3,10 €"
Soll,13293,0,Knoblauch frisch           ,kg,L,101,7,"-6,762","9,09 €"
Soll,13264,0,Teelichthalter Jarware,St,,600,19,-4,"0,30 €"
Soll,13265,0,Gewürzdeckel Jarware,St,,600,19,-1,"0,30 €"
Soll,13268,0,Tofu Natur Soma,kg,,100,7,"-43,692","8,40 €"
Soll,13273,0,Räuchertofu Soma,kg,,100,7,"-15,62","13,90 €"
Soll,13274,0,Tofu Aufschnitt Soma,kg,,100,7,"-3,906","15,90 €"
Soll,13276,0,Landjägerinnen Soma Tofu,kg,,100,7,"-51,45","15,90 €"
Soll,13277,0,Tofu Bratschnitten Klassisch,kg,,100,7,"-2,128","15,90 €"
Soll,13278,0,Tofu Bratschnitten Knoblauch,kg,,100,7,"-7,47","17,20 €"
Soll,13279,0,Tofu Bratschnitten Meerrettich,kg,,100,7,"-7,83","17,20 €"
Soll,13280,0,Tofu Marino,kg,,100,7,"-22,672","16,00 €"
Soll,13281,0,Tofu Shiva,kg,,100,7,"-17,538","16,00 €"
Soll,13282,0,Tofu Toscana,kg,,100,7,"-24,462","16,00 €"
Soll,13283,0,Tofu Diabolo,kg,,100,7,"-13,216","16,00 €"
Soll,13284,0,Tofu Burger groß,Stk,,100,7,-120,"1,60 €"
Soll,13285,0,Tofu Burger mini,kg,,100,7,"-1,264","19,00 €"
Soll,13286,0,Tofu Frühlingsrolle,Stk,,100,7,-1207,"2,00 €"
Soll,426071724008,0,Abschminkpads,St,TIO,602,7,-5,"1,47 €"
Soll,12205,0,KBO Klammerengel,St,,600,7,-2,"1,50 €"
